method,runtime_path,openapi_path,controller,auth_requirement,permission,request_schema,response_schema,mutation_or_read_only,authoritative_effect,ui_caller,focused_test,status
POST,/api/v1/admin/rooms/{id}/archive,/api/v1/admin/rooms/{id}/archive,apps/api/src/catalog/catalog.controller.ts,administrator cookie session,controller guard; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/availability/search,/api/v1/availability/search,apps/api/src/pricing/availability.controller.ts,public or route-specific guard,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/customer/bookings/{bookingCode}/alteration-preview,/api/v1/customer/bookings/{bookingCode}/alteration-preview,apps/api/src/customer/customer-bookings.controller.ts,customer cookie session,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/customer/bookings/{bookingCode}/cancel,/api/v1/customer/bookings/{bookingCode}/cancel,apps/api/src/customer/customer-bookings.controller.ts,customer cookie session,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/customer/bookings/{bookingCode}/cancellation-preview,/api/v1/customer/bookings/{bookingCode}/cancellation-preview,apps/api/src/customer/customer-bookings.controller.ts,customer cookie session,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/customer/bookings/{bookingCode}/claim,/api/v1/customer/bookings/{bookingCode}/claim,apps/api/src/customer/claim-booking.controller.ts,customer cookie session,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/customer/bookings/{bookingCode}/payments/momo/attempts,/api/v1/customer/bookings/{bookingCode}/payments/momo/attempts,apps/api/src/customer/customer-bookings.controller.ts,customer cookie session,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/customer/bookings/{bookingCode}/payments/vnpay/attempts,/api/v1/customer/bookings/{bookingCode}/payments/vnpay/attempts,apps/api/src/customer/customer-bookings.controller.ts,customer cookie session,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/public/availability/nearby,/api/v1/public/availability/nearby,apps/api/src/pricing/nearby-availability.controller.ts,public or route-specific guard,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/public/booking-holds/status,/api/v1/public/booking-holds/status,apps/api/src/booking/booking-hold-status.controller.ts,public or route-specific guard,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/public/bookings/{bookingCode}/payments/momo/attempts,/api/v1/public/bookings/{bookingCode}/payments/momo/attempts,apps/api/src/payment/momo-payment.controller.ts,guest booking cookie where required,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/public/bookings/{bookingCode}/payments/vnpay/attempts,/api/v1/public/bookings/{bookingCode}/payments/vnpay/attempts,apps/api/src/payment/vnpay-payment.controller.ts,guest booking cookie where required,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/public/guest-access/logout,/api/v1/public/guest-access/logout,apps/api/src/booking/guest-access-logout.controller.ts,public or route-specific guard,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/public/guest-access/otp/request,/api/v1/public/guest-access/otp/request,apps/api/src/booking/guest-access-otp.controller.ts,public or route-specific guard,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/public/guest-access/otp/verify,/api/v1/public/guest-access/otp/verify,apps/api/src/booking/guest-access-otp.controller.ts,public or route-specific guard,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/public/quotes/{quoteId}/bookings,/api/v1/public/quotes/{quoteId}/bookings,apps/api/src/booking/booking-hold.controller.ts,public or route-specific guard,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/quotes,/api/v1/quotes,apps/api/src/pricing/quote.controller.ts,public or route-specific guard,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/quotes/offers,/api/v1/quotes/offers,apps/api/src/pricing/quote.controller.ts,public or route-specific guard,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/recommendations/stay-times,/api/v1/recommendations/stay-times,apps/api/src/pricing/recommendation.controller.ts,public or route-specific guard,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
POST,/api/v1/webhooks/momo,/api/v1/webhooks/momo,apps/api/src/payment/momo-webhook.controller.ts,provider signature verification,route-specific; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
PUT,/api/v1/admin/rate-plans/{id}/prices/{priceTierId},/api/v1/admin/rate-plans/{id}/prices/{priceTierId},apps/api/src/pricing/rate-plan.controller.ts,administrator cookie session,controller guard; see source,shared contract or controller validation; see source,shared contract or controller response; see source,mutation,controller-authoritative mutation,verified by web/API caller tests where applicable,controller and contract test suite,DOCUMENTED
